"providerId","utcStartTime","status","compSeason.shortName","round.name","round.roundNumber","venue.name","home.team.name","home.team.club.name","away.team.name","away.team.club.name","player.jumperNumber","player.photoURL","player.player.position","player.player.player.playerId","player.player.player.captain","player.player.player.playerJumperNumber","player.player.player.givenName","player.player.player.surname","teamId","gamesPlayed","timeOnGroundPercentage","goals","behinds","superGoals","kicks","handballs","disposals","marks","bounces","tackles","contestedPossessions","uncontestedPossessions","totalPossessions","inside50s","marksInside50","contestedMarks","hitouts","onePercenters","disposalEfficiency","clangers","freesFor","freesAgainst","dreamTeamPoints","rebound50s","goalAssists","goalAccuracy","ratingPoints","ranking","lastUpdated","turnovers","intercepts","tacklesInside50","shotsAtGoal","goalEfficiency","shotEfficiency","interchangeCounts","scoreInvolvements","metresGained","clearances.centreClearances","clearances.stoppageClearances","clearances.totalClearances","extendedStats.effectiveKicks","extendedStats.kickEfficiency","extendedStats.kickToHandballRatio","extendedStats.effectiveDisposals","extendedStats.marksOnLead","extendedStats.interceptMarks","extendedStats.contestedPossessionRate","extendedStats.hitoutsToAdvantage","extendedStats.hitoutWinPercentage","extendedStats.hitoutToAdvantageRate","extendedStats.groundBallGets","extendedStats.f50GroundBallGets","extendedStats.scoreLaunches","extendedStats.pressureActs","extendedStats.defHalfPressureActs","extendedStats.spoils","extendedStats.ruckContests","extendedStats.contestDefOneOnOnes","extendedStats.contestDefLosses","extendedStats.contestDefLossPercentage","extendedStats.contestOffOneOnOnes","extendedStats.contestOffWins","extendedStats.contestOffWinsPercentage","extendedStats.centreBounceAttendances","extendedStats.kickins","extendedStats.kickinsPlayon","player.playerId","player.captain","player.playerJumperNumber","player.givenName","player.surname","teamStatus","extendedStats","team.name","match_date","match_year","match_year_round","player.fullName"
"CD_M20160140507","2016-04-24T06:15:00.000+0000","CONCLUDED","Premiership","Round 5",5,"Domain Stadium","Fremantle","Fremantle","Carlton","Carlton",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","R","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,86,0,1,NA,23,12,35,10,1,2,15,20,35,2,1,0,0,1,57.1,5,1,1,130,4,0,0,3.3,NA,"2018-01-23T22:39:12.946+0000",8,4,1,1,NA,NA,NA,3,420,3,6,9,11,47.8,1.9,20,1,1,42.9,0,0,0,8,0,1,12,4,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","home",NA,"Fremantle",2016-04-24,2016,201605,"Lachie Neale"
"CD_M20160140602","2016-04-30T04:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Adelaide Oval","Adelaide Crows","Adelaide Crows","Fremantle","Fremantle",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/990609.png?im=Scale,width=0.6,height=0.6","FPR","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T10",NA,78,0,3,NA,10,6,16,4,0,4,9,7,16,4,1,0,0,0,50,4,1,0,74,0,1,0,4.1,NA,"2018-01-23T22:39:30.714+0000",4,1,1,3,NA,NA,NA,7,242,0,0,0,4,40,1.7,8,0,0,56.3,0,0,0,8,6,0,10,4,0,0,0,0,0,2,0,0,NA,NA,NA,"CD_I990609",FALSE,23,"Charlie","Cameron","home",NA,"Adelaide Crows",2016-04-30,2016,201606,"Charlie Cameron"
"CD_M20160140602","2016-04-30T04:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Adelaide Oval","Adelaide Crows","Adelaide Crows","Fremantle","Fremantle",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","R","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,80,0,1,NA,14,26,40,3,0,3,19,20,39,4,0,1,0,1,62.5,5,2,1,115,2,0,0,12.6,NA,"2018-01-23T22:39:30.714+0000",8,9,1,1,NA,NA,NA,7,365,0,3,3,5,35.7,0.5,25,0,1,48.7,0,0,0,12,2,2,16,7,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","away",NA,"Fremantle",2016-04-30,2016,201606,"Lachie Neale"
"CD_M20160140606","2016-04-30T09:25:00.000+0000","CONCLUDED","Premiership","Round 6",6,"GMHBA Stadium","Geelong Cats","Geelong Cats","Gold Coast SUNS","Gold Coast SUNS",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","CHB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,94,0,0,NA,4,5,9,3,0,3,4,6,10,0,0,0,0,3,55.6,2,0,1,40,2,0,0,4,NA,"2018-01-23T22:38:12.127+0000",3,5,0,0,NA,NA,NA,2,123,0,0,0,2,50,0.8,5,0,0,40,0,0,0,4,0,2,11,9,3,0,1,1,100,0,0,0,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","away",NA,"Gold Coast SUNS",2016-04-30,2016,201606,"Sam Day"
"CD_M20160140607","2016-05-01T03:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Gabba","Brisbane Lions","Brisbane Lions","Sydney Swans","Sydney Swans",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,98,0,0,NA,7,2,9,2,1,1,6,2,8,2,0,0,0,14,77.8,4,2,3,28,3,1,0,12.5,NA,"2018-01-23T22:39:52.411+0000",2,8,0,0,NA,NA,NA,2,192,0,0,0,6,85.7,3.5,7,0,1,75,0,0,0,4,0,1,9,4,14,0,8,0,0,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","home",NA,"Brisbane Lions",2016-05-01,2016,201606,"Harris Andrews"
"CD_M20160140607","2016-05-01T03:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Gabba","Brisbane Lions","Brisbane Lions","Sydney Swans","Sydney Swans",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,85,2,0,NA,7,4,11,1,0,2,8,4,12,2,0,0,0,4,81.8,2,3,1,52,0,0,100,11.7,NA,"2018-01-23T22:39:52.411+0000",4,0,0,2,NA,NA,NA,2,139,0,0,0,6,85.7,1.8,9,0,0,66.7,0,0,0,4,2,0,7,3,3,0,0,0,0,8,1,12.5,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","home",NA,"Brisbane Lions",2016-05-01,2016,201606,"Ryan Lester"
"CD_M20160140607","2016-05-01T03:10:00.000+0000","CONCLUDED","Premiership","Round 6",6,"Gabba","Brisbane Lions","Brisbane Lions","Sydney Swans","Sydney Swans",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,88,1,2,NA,25,8,33,6,1,7,8,22,30,14,0,0,1,1,57.6,2,2,0,148,3,0,33.3,19.1,NA,"2018-01-23T22:39:52.411+0000",6,4,3,3,NA,NA,NA,7,797,1,4,5,14,56,3.1,19,0,1,26.7,1,0,100,5,1,2,25,7,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2016-05-01,2016,201606,"Dayne Zorko"
"CD_M20160140704","2016-05-07T07:10:00.000+0000","CONCLUDED","Premiership","Round 7",7,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Melbourne","Melbourne",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","CHB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,88,0,0,NA,7,4,11,5,0,2,8,3,11,1,0,2,0,10,72.7,2,1,1,50,6,0,0,11.6,NA,"2018-01-23T22:38:41.958+0000",3,6,0,0,NA,NA,NA,0,191,1,0,1,5,71.4,1.8,8,0,1,72.7,0,0,0,5,0,0,6,6,10,0,7,1,14.3,1,1,100,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2016-05-07,2016,201607,"Sam Day"
"CD_M20160140707","2016-05-07T09:40:00.000+0000","CONCLUDED","Premiership","Round 7",7,"Marvel Stadium","Western Bulldogs","Western Bulldogs","Adelaide Crows","Adelaide Crows",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/990609.png?im=Scale,width=0.6,height=0.6","FPR","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T10",NA,81,2,0,NA,7,5,12,1,1,9,5,7,12,2,0,0,0,3,66.7,1,0,1,79,0,1,100,17.9,NA,"2018-01-23T22:40:30.540+0000",4,2,2,2,NA,NA,NA,5,284,0,0,0,6,85.7,1.4,8,0,0,41.7,0,0,0,5,3,1,29,9,3,0,0,0,0,0,0,0,NA,NA,NA,"CD_I990609",FALSE,23,"Charlie","Cameron","away",NA,"Adelaide Crows",2016-05-07,2016,201607,"Charlie Cameron"
"CD_M20160140705","2016-05-07T10:10:00.000+0000","CONCLUDED","Premiership","Round 7",7,"Domain Stadium","Fremantle","Fremantle","GWS GIANTS","GWS GIANTS",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","R","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,89,0,0,NA,13,20,33,6,0,1,25,10,35,3,0,0,0,1,72.7,3,1,1,99,1,0,0,18.8,NA,"2018-01-23T22:40:22.280+0000",7,4,0,0,NA,NA,NA,5,242,5,8,13,5,38.5,0.7,24,0,1,71.4,0,0,0,17,3,1,13,8,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","home",NA,"Fremantle",2016-05-07,2016,201607,"Lachie Neale"
"CD_M20160140708","2016-05-08T06:40:00.000+0000","CONCLUDED","Premiership","Round 7",7,"Adelaide Oval","Port Adelaide","Port Adelaide","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,88,2,1,NA,15,7,22,0,0,9,12,7,19,4,0,0,0,1,54.5,3,2,0,110,1,1,66.7,15.8,NA,"2018-01-23T22:38:58.702+0000",6,7,1,3,NA,NA,NA,6,377,0,3,3,7,46.7,2.1,12,0,0,63.2,0,0,0,8,1,1,26,14,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2016-05-08,2016,201607,"Dayne Zorko"
"CD_M20160140708","2016-05-08T06:40:00.000+0000","CONCLUDED","Premiership","Round 7",7,"Adelaide Oval","Port Adelaide","Port Adelaide","Brisbane Lions","Brisbane Lions",31,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/996059.png?im=Scale,width=0.6,height=0.6","CHB","CD_I996059",FALSE,31,"Harris","Andrews","CD_T20",NA,98,0,0,NA,4,4,8,4,0,4,2,7,9,1,0,0,0,15,75,3,1,3,40,3,0,0,7.8,NA,"2018-01-23T22:38:58.702+0000",3,6,0,0,NA,NA,NA,1,120,0,0,0,3,75,1,6,0,4,22.2,0,0,0,0,0,1,13,11,12,0,7,4,57.1,0,0,0,NA,NA,NA,"CD_I996059",FALSE,31,"Harris","Andrews","away",NA,"Brisbane Lions",2016-05-08,2016,201607,"Harris Andrews"
"CD_M20160140708","2016-05-08T06:40:00.000+0000","CONCLUDED","Premiership","Round 7",7,"Adelaide Oval","Port Adelaide","Port Adelaide","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,81,1,1,NA,5,4,9,2,0,1,5,4,9,3,1,0,0,2,88.9,0,0,0,40,0,1,50,6.6,NA,"2018-01-23T22:38:58.702+0000",0,1,0,2,NA,NA,NA,6,94,0,0,0,4,80,1.3,8,1,0,55.6,0,0,0,5,3,1,10,1,2,0,0,0,0,4,0,0,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2016-05-08,2016,201607,"Ryan Lester"
"CD_M20160140801","2016-05-13T09:50:00.000+0000","CONCLUDED","Premiership","Round 8",8,"Adelaide Oval","Adelaide Crows","Adelaide Crows","Geelong Cats","Geelong Cats",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/990609.png?im=Scale,width=0.6,height=0.6","HFFR","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T10",NA,80,1,0,NA,13,5,18,5,1,4,12,7,19,5,0,1,0,3,66.7,2,0,0,86,2,1,100,NA,NA,NA,3,4,1,1,NA,NA,NA,4,499,0,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD_I990609",FALSE,23,"Charlie","Cameron","home",NA,"Adelaide Crows",2016-05-13,2016,201608,"Charlie Cameron"
"CD_M20160140802","2016-05-14T04:10:00.000+0000","CONCLUDED","Premiership","Round 8",8,"UTAS Stadium","Hawthorn","Hawthorn","Fremantle","Fremantle",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","R","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,88,1,0,NA,8,30,38,3,0,5,17,21,38,4,1,0,0,0,81.6,6,1,4,108,1,0,100,18.8,NA,"2018-01-23T22:40:46.571+0000",6,3,2,1,NA,NA,NA,7,294,3,4,7,5,62.5,0.3,31,0,0,44.7,0,0,0,12,3,2,13,6,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","away",NA,"Fremantle",2016-05-14,2016,201608,"Lachie Neale"
"CD_M20160140803","2016-05-14T06:35:00.000+0000","CONCLUDED","Premiership","Round 8",8,"ENGIE Stadium","GWS GIANTS","GWS GIANTS","Gold Coast SUNS","Gold Coast SUNS",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/298437.png?im=Scale,width=0.6,height=0.6","INT","CD_I298437",FALSE,13,"Callum","Ah Chee","CD_T1000",NA,82,0,0,NA,4,11,15,4,0,0,9,6,15,4,0,0,0,0,93.3,2,1,2,41,0,3,0,10.8,NA,"2018-01-23T22:39:15.055+0000",3,5,0,0,NA,NA,NA,4,118,0,1,1,3,75,0.4,14,1,1,60,0,0,0,9,2,0,18,6,0,0,0,0,0,2,0,0,NA,NA,NA,"CD_I298437",FALSE,13,"Callum","Ah Chee","away",NA,"Gold Coast SUNS",2016-05-14,2016,201608,"Callum Ah Chee"
"CD_M20160140803","2016-05-14T06:35:00.000+0000","CONCLUDED","Premiership","Round 8",8,"ENGIE Stadium","GWS GIANTS","GWS GIANTS","Gold Coast SUNS","Gold Coast SUNS",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","CHB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,91,0,0,NA,5,5,10,1,0,1,5,5,10,0,0,1,0,4,90,5,1,3,24,3,0,0,6.7,NA,"2018-01-23T22:39:15.055+0000",3,5,0,0,NA,NA,NA,2,129,0,0,0,4,80,1,9,0,1,50,0,0,0,3,0,2,10,10,4,0,3,0,0,0,0,0,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","away",NA,"Gold Coast SUNS",2016-05-14,2016,201608,"Sam Day"
"CD_M20160140804","2016-05-14T09:25:00.000+0000","CONCLUDED","Premiership","Round 8",8,"Gabba","Brisbane Lions","Brisbane Lions","Collingwood","Collingwood",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,82,1,0,NA,8,9,17,6,0,3,5,12,17,2,2,0,0,3,70.6,1,0,0,78,0,2,100,8.2,NA,"2018-01-23T22:39:19.396+0000",1,2,0,1,NA,NA,NA,4,147,0,0,0,6,75,0.9,12,1,1,29.4,0,0,0,5,2,1,14,6,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","home",NA,"Brisbane Lions",2016-05-14,2016,201608,"Ryan Lester"
"CD_M20160140804","2016-05-14T09:25:00.000+0000","CONCLUDED","Premiership","Round 8",8,"Gabba","Brisbane Lions","Brisbane Lions","Collingwood","Collingwood",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,80,4,0,NA,13,6,19,6,0,7,7,12,19,5,2,1,0,1,78.9,3,4,1,122,2,0,80,24.7,NA,"2018-01-23T22:39:19.396+0000",2,3,1,5,NA,NA,NA,8,348,1,4,5,9,69.2,2.2,15,0,1,36.8,0,0,0,3,1,1,26,15,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2016-05-14,2016,201608,"Dayne Zorko"
"CD_M20160140902","2016-05-21T04:10:00.000+0000","CONCLUDED","Premiership","Round 9",9,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Adelaide Crows","Adelaide Crows",12,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291753.png?im=Scale,width=0.6,height=0.6","CHB","CD_I291753",FALSE,12,"Sam","Day","CD_T1000",NA,84,0,0,NA,10,4,14,8,0,0,5,9,14,0,0,3,0,4,71.4,2,0,1,59,2,0,0,4.9,NA,"2018-01-23T22:39:49.506+0000",3,3,0,0,NA,NA,NA,3,224,0,0,0,6,60,2.5,10,0,1,35.7,0,0,0,2,0,0,10,9,4,0,5,2,40,0,0,0,NA,NA,NA,"CD_I291753",FALSE,12,"Sam","Day","home",NA,"Gold Coast SUNS",2016-05-21,2016,201609,"Sam Day"
"CD_M20160140902","2016-05-21T04:10:00.000+0000","CONCLUDED","Premiership","Round 9",9,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Adelaide Crows","Adelaide Crows",13,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/298437.png?im=Scale,width=0.6,height=0.6","INT","CD_I298437",FALSE,13,"Callum","Ah Chee","CD_T1000",NA,53,0,0,NA,2,5,7,0,0,2,2,5,7,1,0,0,0,0,71.4,2,0,0,24,0,0,0,2.8,NA,"2018-01-23T22:39:49.506+0000",2,0,0,0,NA,NA,NA,0,119,0,1,1,2,100,0.4,5,0,0,28.6,0,0,0,2,0,0,6,2,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I298437",FALSE,13,"Callum","Ah Chee","home",NA,"Gold Coast SUNS",2016-05-21,2016,201609,"Callum Ah Chee"
"CD_M20160140902","2016-05-21T04:10:00.000+0000","CONCLUDED","Premiership","Round 9",9,"People First Stadium","Gold Coast SUNS","Gold Coast SUNS","Adelaide Crows","Adelaide Crows",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/990609.png?im=Scale,width=0.6,height=0.6","WL","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T10",NA,77,1,1,NA,9,3,12,2,2,8,10,4,14,2,1,1,0,1,66.7,2,1,1,76,1,1,33.3,13.7,NA,"2018-01-23T22:39:49.506+0000",1,1,5,3,NA,NA,NA,8,242,1,2,3,5,55.6,3,8,0,0,71.4,0,0,0,5,2,2,16,3,0,0,0,0,0,1,1,100,NA,NA,NA,"CD_I990609",FALSE,23,"Charlie","Cameron","away",NA,"Adelaide Crows",2016-05-21,2016,201609,"Charlie Cameron"
"CD_M20160140906","2016-05-21T09:40:00.000+0000","CONCLUDED","Premiership","Round 9",9,"Domain Stadium","Fremantle","Fremantle","Richmond","Richmond",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","R","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,87,0,0,NA,15,22,37,7,0,9,18,20,38,3,0,0,0,0,70.3,4,3,0,149,1,0,0,7.5,NA,"2018-01-23T22:40:06.368+0000",7,6,1,0,NA,NA,NA,6,361,1,5,6,7,46.7,0.7,26,0,0,47.4,0,0,0,11,1,0,24,13,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","home",NA,"Fremantle",2016-05-21,2016,201609,"Lachie Neale"
"CD_M20160140907","2016-05-22T03:10:00.000+0000","CONCLUDED","Premiership","Round 9",9,"MCG","Melbourne","Melbourne","Brisbane Lions","Brisbane Lions",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,82,1,0,NA,14,8,22,2,2,5,12,11,23,5,0,0,0,2,86.4,0,1,0,91,1,2,100,24.3,NA,"2018-01-23T22:41:47.395+0000",4,0,1,1,NA,NA,NA,5,421,1,6,7,11,78.6,1.8,19,1,0,52.2,0,0,0,10,2,1,23,14,0,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","away",NA,"Brisbane Lions",2016-05-22,2016,201609,"Dayne Zorko"
"CD_M20160140907","2016-05-22T03:10:00.000+0000","CONCLUDED","Premiership","Round 9",9,"MCG","Melbourne","Melbourne","Brisbane Lions","Brisbane Lions",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,84,2,0,NA,8,7,15,4,1,0,9,6,15,2,0,0,0,1,80,3,0,1,59,0,1,100,13.4,NA,"2018-01-23T22:41:47.395+0000",3,0,0,2,NA,NA,NA,6,122,0,1,1,5,62.5,1.1,12,1,0,60,0,0,0,9,6,0,13,1,1,0,0,0,0,2,2,100,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","away",NA,"Brisbane Lions",2016-05-22,2016,201609,"Ryan Lester"
"CD_M20160141005","2016-05-28T03:45:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",35,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/291548.png?im=Scale,width=0.6,height=0.6","WL","CD_I291548",FALSE,35,"Ryan","Lester","CD_T20",NA,77,0,1,NA,2,5,7,0,0,2,4,3,7,1,0,0,0,1,71.4,2,0,2,19,0,1,0,5.3,NA,"2018-01-23T22:42:17.879+0000",1,0,0,1,NA,NA,NA,3,73,0,0,0,1,50,0.4,5,0,0,57.1,0,0,0,4,2,0,10,6,1,0,0,0,0,4,1,25,NA,NA,NA,"CD_I291548",FALSE,35,"Ryan","Lester","home",NA,"Brisbane Lions",2016-05-28,2016,201610,"Ryan Lester"
"CD_M20160141005","2016-05-28T03:45:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Gabba","Brisbane Lions","Brisbane Lions","Hawthorn","Hawthorn",15,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/261224.png?im=Scale,width=0.6,height=0.6","RR","CD_I261224",FALSE,15,"Dayne","Zorko","CD_T20",NA,79,2,0,NA,13,10,23,2,0,9,10,13,23,4,0,0,0,2,78.3,4,2,3,106,3,1,100,19.8,NA,"2018-01-23T22:42:17.879+0000",3,1,2,2,NA,NA,NA,6,315,1,3,4,9,69.2,1.3,18,0,0,43.5,0,0,0,6,2,2,30,20,1,0,0,0,0,0,0,0,NA,NA,NA,"CD_I261224",FALSE,15,"Dayne","Zorko","home",NA,"Brisbane Lions",2016-05-28,2016,201610,"Dayne Zorko"
"CD_M20160141003","2016-05-28T06:35:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Marvel Stadium","St Kilda","St Kilda","Fremantle","Fremantle",27,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/293535.png?im=Scale,width=0.6,height=0.6","R","CD_I293535",FALSE,27,"Lachie","Neale","CD_T60",NA,81,1,0,NA,11,20,31,3,0,4,19,10,29,4,1,1,0,0,71,2,0,0,104,2,0,100,17.7,NA,"2018-01-23T22:42:09.128+0000",5,6,2,1,NA,NA,NA,2,326,4,5,9,6,54.5,0.6,22,0,0,65.5,0,0,0,15,2,0,6,1,0,0,0,0,0,1,1,100,NA,NA,NA,"CD_I293535",FALSE,27,"Lachie","Neale","away",NA,"Fremantle",2016-05-28,2016,201610,"Lachie Neale"
"CD_M20160141004","2016-05-28T09:40:00.000+0000","CONCLUDED","Premiership","Round 10",10,"Adelaide Oval","Adelaide Crows","Adelaide Crows","GWS GIANTS","GWS GIANTS",23,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/990609.png?im=Scale,width=0.6,height=0.6","HFFL","CD_I990609",FALSE,23,"Charlie","Cameron","CD_T10",NA,85,0,1,NA,14,5,19,4,4,2,9,11,20,5,2,1,0,1,68.4,1,0,0,73,1,1,0,9.5,NA,"2018-01-23T22:40:37.547+0000",2,0,0,2,NA,NA,NA,11,447,1,5,6,8,57.1,2.8,13,0,0,45,0,0,0,6,1,3,11,2,0,0,1,0,0,1,1,100,NA,NA,NA,"CD_I990609",FALSE,23,"Charlie","Cameron","home",NA,"Adelaide Crows",2016-05-28,2016,201610,"Charlie Cameron"
"CD_M20160141009","2016-05-29T05:20:00.000+0000","CONCLUDED","Premiership","Round 10",10,"MCG","Collingwood","Collingwood","Western Bulldogs","Western Bulldogs",20,"https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2016014/993834.png?im=Scale,width=0.6,height=0.6","INT","CD_I993834",FALSE,20,"Josh","Dunkley","CD_T140",NA,80,2,1,NA,14,4,18,10,0,5,7,11,18,4,4,1,1,1,61.1,0,1,0,115,0,0,50,10.3,NA,"2018-01-23T22:42:34.767+0000",2,2,2,4,NA,NA,NA,7,301,1,2,3,8,57.1,3.5,11,1,0,38.9,1,0,100,5,1,0,16,2,1,0,0,0,0,4,0,0,NA,NA,NA,"CD_I993834",FALSE,20,"Josh","Dunkley","away",NA,"Western Bulldogs",2016-05-29,2016,201610,"Josh Dunkley"
